"","Specificity","Sensitivity","Outcome","Dataset"
"miRNA.X.0.79099.0.79478.",2.4390243902439,34.6938775510204,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.78684.0.79099.",2.4390243902439,35.7142857142857,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.78217.0.78684.",2.4390243902439,36.734693877551,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.77503.0.78217.",1.21951219512199,23.469387755102,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.77084.0.77503.",1.21951219512199,24.4897959183673,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.75727.0.77084.",1.21951219512199,25.5102040816327,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.73931.0.75727.",1.21951219512199,26.530612244898,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.73139.0.73931.",1.21951219512199,27.5510204081633,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.72898.0.73139.",1.21951219512199,28.5714285714286,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.72892.0.72898.",1.21951219512199,29.5918367346939,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.72854.0.72892.",1.21951219512199,30.6122448979592,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.72735.0.72854.",1.21951219512199,31.6326530612245,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.72172.0.72735.",0,0,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.71522.0.72172.",0,1.02040816326531,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.71214.0.71522.",0,2.04081632653061,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.70713.0.71214.",0,3.06122448979592,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.70233.0.70713.",0,4.08163265306122,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.70101.0.70233.",0,5.10204081632653,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.69404.0.70101.",0,6.12244897959184,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.68512.0.69404.",0,7.14285714285714,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.68014.0.68512.",0,8.16326530612245,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.67576.0.68014.",0,9.18367346938776,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.6554.0.67576.",0,10.2040816326531,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.62448.0.6554.",0,11.2244897959184,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.60423.0.62448.",0,12.2448979591837,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.5948.0.60423.",0,13.265306122449,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.59334.0.5948.",0,14.2857142857143,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.59057.0.59334.",0,15.3061224489796,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.56908.0.59057.",0,16.3265306122449,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.54793.0.56908.",0,17.3469387755102,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.53671.0.54793.",0,18.3673469387755,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.49657.0.53671.",0,19.3877551020408,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.44297.0.49657.",0,20.4081632653061,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.0.37878.0.44297.",0,21.4285714285714,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X..Inf.0.37878.",0,22.4489795918367,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.2",0,23.469387755102,"Luminal A vs Other(s): 0.8734","miRNA"
"miRNA.X.1.127..Inf.",100,100,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.117.1.127.",97.9591836734694,100,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.103.1.117.",95.9183673469388,100,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.094.1.103.",93.8775510204082,99.236641221374,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.081.1.094.",93.8775510204082,100,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.068.1.081.",91.8367346938775,99.236641221374,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.058.1.068.",89.7959183673469,98.4732824427481,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.047.1.058.",89.7959183673469,99.236641221374,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.035.1.047.",87.7551020408163,96.9465648854962,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.024.1.035.",87.7551020408163,97.7099236641221,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.023.1.024.",87.7551020408163,98.4732824427481,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.019.1.023.",85.7142857142857,96.9465648854962,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.012.1.019.",83.6734693877551,93.8931297709924,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.1.005.1.012.",83.6734693877551,94.6564885496183,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.999.1.005.",83.6734693877551,95.4198473282443,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.992.0.999.",83.6734693877551,96.1832061068702,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9839.0.992.",83.6734693877551,96.9465648854962,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9757.0.9839.",81.6326530612245,92.3664122137404,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9716.0.9757.",81.6326530612245,93.1297709923664,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9697.0.9716.",81.6326530612245,93.8931297709924,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9686.0.9697.",79.5918367346939,92.3664122137404,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9677.0.9686.",77.5510204081633,92.3664122137404,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9663.0.9677.",75.5102040816327,90.8396946564885,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9632.0.9663.",75.5102040816327,91.6030534351145,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9599.0.9632.",75.5102040816327,92.3664122137404,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9579.0.9599.",73.469387755102,90.8396946564885,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9534.0.9579.",71.4285714285714,90.8396946564885,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9482.0.9534.",69.3877551020408,90.8396946564885,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9458.0.9482.",67.3469387755102,90.8396946564885,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9441.0.9458.",65.3061224489796,90.0763358778626,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9423.0.9441.",65.3061224489796,90.8396946564885,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.935.0.9423.",63.265306122449,87.7862595419847,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9271.0.935.",63.265306122449,88.5496183206107,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9213.0.9271.",63.265306122449,89.3129770992367,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9163.0.9213.",63.265306122449,90.0763358778626,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9155.0.9163.",61.2244897959184,86.2595419847328,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9148.0.9155.",61.2244897959184,87.0229007633588,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.9065.0.9148.",61.2244897959184,87.7862595419847,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.898.0.9065.",59.1836734693878,86.2595419847328,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.895.0.898.",57.1428571428571,83.206106870229,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8905.0.895.",57.1428571428571,83.969465648855,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8847.0.8905.",57.1428571428571,84.7328244274809,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8808.0.8847.",57.1428571428571,85.4961832061069,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8796.0.8808.",57.1428571428571,86.2595419847328,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8732.0.8796.",55.1020408163265,83.206106870229,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.867.0.8732.",53.0612244897959,83.206106870229,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8657.0.867.",51.0204081632653,80.9160305343512,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8629.0.8657.",51.0204081632653,81.6793893129771,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8592.0.8629.",51.0204081632653,82.4427480916031,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8548.0.8592.",51.0204081632653,83.206106870229,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8519.0.8548.",48.9795918367347,80.9160305343512,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.848.0.8519.",46.9387755102041,80.9160305343512,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8438.0.848.",44.8979591836735,80.9160305343512,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8427.0.8438.",42.8571428571429,80.9160305343512,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8372.0.8427.",40.8163265306122,80.1526717557252,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8324.0.8372.",40.8163265306122,80.9160305343512,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8311.0.8324.",38.7755102040816,78.6259541984733,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8296.0.8311.",38.7755102040816,79.3893129770992,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8281.0.8296.",38.7755102040816,80.1526717557252,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8262.0.8281.",36.734693877551,74.8091603053435,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8252.0.8262.",36.734693877551,75.5725190839695,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8241.0.8252.",36.734693877551,76.3358778625954,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8224.0.8241.",36.734693877551,77.0992366412214,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8206.0.8224.",36.734693877551,77.8625954198473,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8165.0.8206.",36.734693877551,78.6259541984733,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8097.0.8165.",34.6938775510204,73.2824427480916,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8052.0.8097.",34.6938775510204,74.0458015267176,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.804.0.8052.",34.6938775510204,74.8091603053435,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8031.0.804.",32.6530612244898,68.7022900763359,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.8001.0.8031.",32.6530612244898,69.4656488549618,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7974.0.8001.",32.6530612244898,70.2290076335878,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.796.0.7974.",32.6530612244898,70.9923664122137,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7949.0.796.",32.6530612244898,71.7557251908397,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7948.0.7949.",32.6530612244898,72.5190839694656,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7926.0.7948.",32.6530612244898,73.2824427480916,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7886.0.7926.",30.6122448979592,68.7022900763359,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7855.0.7886.",28.5714285714286,67.9389312977099,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7843.0.7855.",28.5714285714286,68.7022900763359,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7841.0.7843.",26.530612244898,67.175572519084,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7831.0.7841.",26.530612244898,67.9389312977099,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7814.0.7831.",24.4897959183674,66.412213740458,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7803.0.7814.",24.4897959183674,67.175572519084,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7787.0.7803.",22.4489795918367,66.412213740458,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7765.0.7787.",20.4081632653061,64.8854961832061,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7752.0.7765.",20.4081632653061,65.6488549618321,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7748.0.7752.",20.4081632653061,66.412213740458,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7731.0.7748.",18.3673469387755,62.5954198473282,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7678.0.7731.",18.3673469387755,63.3587786259542,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7639.0.7678.",18.3673469387755,64.1221374045801,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7632.0.7639.",18.3673469387755,64.8854961832061,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7622.0.7632.",16.3265306122449,50.381679389313,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7616.0.7622.",16.3265306122449,51.1450381679389,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7595.0.7616.",16.3265306122449,51.9083969465649,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7574.0.7595.",16.3265306122449,52.6717557251908,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7563.0.7574.",16.3265306122449,53.4351145038168,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7546.0.7563.",16.3265306122449,54.1984732824428,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7524.0.7546.",16.3265306122449,54.9618320610687,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7505.0.7524.",16.3265306122449,55.7251908396947,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7497.0.7505.",16.3265306122449,56.4885496183206,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7486.0.7497.",16.3265306122449,57.2519083969466,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7476.0.7486.",16.3265306122449,58.0152671755725,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7462.0.7476.",16.3265306122449,58.7786259541985,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7443.0.7462.",16.3265306122449,59.5419847328244,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7435.0.7443.",16.3265306122449,60.3053435114504,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7421.0.7435.",16.3265306122449,61.0687022900763,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7368.0.7421.",16.3265306122449,61.8320610687023,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7317.0.7368.",16.3265306122449,62.5954198473282,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7304.0.7317.",14.2857142857143,48.0916030534351,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7294.0.7304.",14.2857142857143,48.8549618320611,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7285.0.7294.",14.2857142857143,49.618320610687,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7261.0.7285.",14.2857142857143,50.381679389313,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7218.0.7261.",12.2448979591837,47.3282442748092,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.718.0.7218.",12.2448979591837,48.0916030534351,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.715.0.718.",10.2040816326531,37.4045801526718,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7114.0.715.",10.2040816326531,38.1679389312977,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7088.0.7114.",10.2040816326531,38.9312977099237,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7047.0.7088.",10.2040816326531,39.6946564885496,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.7005.0.7047.",10.2040816326531,40.4580152671756,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6996.0.7005.",10.2040816326531,41.2213740458015,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6974.0.6996.",10.2040816326531,41.9847328244275,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6936.0.6974.",10.2040816326531,42.7480916030534,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6901.0.6936.",10.2040816326531,43.5114503816794,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.685.0.6901.",10.2040816326531,44.2748091603053,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6791.0.685.",10.2040816326531,45.0381679389313,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6759.0.6791.",10.2040816326531,45.8015267175572,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6743.0.6759.",10.2040816326531,46.5648854961832,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6735.0.6743.",10.2040816326531,47.3282442748092,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6724.0.6735.",8.1632653061224,32.824427480916,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6712.0.6724.",8.1632653061224,33.587786259542,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6703.0.6712.",8.1632653061224,34.3511450381679,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6685.0.6703.",8.1632653061224,35.1145038167939,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6634.0.6685.",8.1632653061224,35.8778625954198,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6545.0.6634.",8.1632653061224,36.6412213740458,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6496.0.6545.",8.1632653061224,37.4045801526718,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6471.0.6496.",6.1224489795918,29.0076335877863,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6432.0.6471.",6.1224489795918,29.7709923664122,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6407.0.6432.",6.1224489795918,30.5343511450382,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6389.0.6407.",6.1224489795918,31.2977099236641,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.638.0.6389.",6.1224489795918,32.0610687022901,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6337.0.638.",6.1224489795918,32.824427480916,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6294.0.6337.",4.08163265306119,29.0076335877863,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6282.0.6294.",2.0408163265306,11.4503816793893,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6273.0.6282.",2.0408163265306,12.2137404580153,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6271.0.6273.",2.0408163265306,12.9770992366412,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6239.0.6271.",2.0408163265306,13.7404580152672,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6192.0.6239.",2.0408163265306,14.5038167938931,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6164.0.6192.",2.0408163265306,15.2671755725191,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6142.0.6164.",2.0408163265306,16.030534351145,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.6077.0.6142.",2.0408163265306,16.793893129771,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.602.0.6077.",2.0408163265306,17.5572519083969,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5991.0.602.",2.0408163265306,18.3206106870229,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5947.0.5991.",2.0408163265306,19.0839694656489,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5923.0.5947.",2.0408163265306,19.8473282442748,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5882.0.5923.",2.0408163265306,20.6106870229008,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5786.0.5882.",2.0408163265306,21.3740458015267,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5684.0.5786.",2.0408163265306,22.1374045801527,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.563.0.5684.",2.0408163265306,22.9007633587786,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5587.0.563.",2.0408163265306,23.6641221374046,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5542.0.5587.",2.0408163265306,24.4274809160305,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5526.0.5542.",2.0408163265306,25.1908396946565,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5522.0.5526.",2.0408163265306,25.9541984732824,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5517.0.5522.",2.0408163265306,26.7175572519084,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5506.0.5517.",2.0408163265306,27.4809160305344,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5442.0.5506.",2.0408163265306,28.2442748091603,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5384.0.5442.",2.0408163265306,29.0076335877863,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5348.0.5384.",0,0,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5298.0.5348.",0,0.763358778625954,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5272.0.5298.",0,1.52671755725191,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.5195.0.5272.",0,2.29007633587786,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.4978.0.5195.",0,3.05343511450382,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.4794.0.4978.",0,3.81679389312977,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.4745.0.4794.",0,4.58015267175572,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.4712.0.4745.",0,5.34351145038168,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.4625.0.4712.",0,6.10687022900763,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.4523.0.4625.",0,6.87022900763359,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.4378.0.4523.",0,7.63358778625954,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.4243.0.4378.",0,8.3969465648855,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.404.0.4243.",0,9.16030534351145,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.0.3593.0.404.",0,9.9236641221374,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X..Inf.0.3593.",0,10.6870229007634,"Luminal B vs Other(s): 0.7644","miRNA"
"miRNA.X.3",0,11.4503816793893,"Luminal B vs Other(s): 0.7644","miRNA"
"mRNA.X.1.152..Inf.",100,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.1375.1.152.",96.551724137931,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.128.1.1375.",93.1034482758621,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.1252.1.128.",89.6551724137931,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.1226.1.1252.",86.2068965517241,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.1216.1.1226.",82.7586206896552,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.1201.1.1216.",79.3103448275862,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.1132.1.1201.",75.8620689655172,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.1063.1.1132.",72.4137931034483,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.1036.1.1063.",68.9655172413793,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0934.1.1036.",65.5172413793103,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.084.1.0934.",62.0689655172414,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0782.1.084.",58.6206896551724,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0694.1.0782.",55.1724137931035,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0605.1.0694.",51.7241379310345,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0493.1.0605.",48.2758620689655,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0419.1.0493.",44.8275862068965,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0385.1.0419.",41.3793103448276,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0357.1.0385.",37.9310344827586,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0337.1.0357.",34.4827586206897,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0297.1.0337.",31.0344827586207,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0246.1.0297.",27.5862068965517,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0223.1.0246.",24.1379310344828,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0204.1.0223.",20.6896551724138,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0103.1.0204.",17.2413793103448,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.1.0014.1.0103.",13.7931034482759,100,"Basal-like vs Other(s): 1","mRNA"
